# PLATEIFU     MANGAID     Z           NSA_Z       NSA_ZDIST   NSA_ELPETRO_BA   NSA_ELPETRO_PHI   NSA_ELPETRO_TH50_R   NSA_SERSIC_BA   NSA_SERSIC_PHI   NSA_SERSIC_TH50   NSA_SERSIC_N  
  9878-1902    1-458011    0.0249925   0.0249925   0.02489     0.493203         99.5538           3.72042              0.259978        99.1328          4.32607           2.79432       
  9878-12701   1-457977    0.0250682   0.0250682   0.0249741   0.828866         101.577           11.2682              0.763475        100.756          12.374            1.28303       
  9878-6101    1-522568    0.0334975   0.0334975   0.0333865   0.798639         63.9981           5.84822              0.659323        58.7366          7.90899           3.75986       
  9878-3702    1-591690    0.0165174   0.0165174   0.0172219   0.494729         52.6005           4.98513              0.387122        52.3926          5.37761           1.33231       
  10509-3703   1-278183    0.0196452   0.0196452   0.0199841   0.856138         57.4756           5.11346              0.846077        58.9465          5.05965           0.891691      
  10509-6102   1-588259    0.0249873   0.0249873   0.0251514   0.77835          65.3943           5.87797              0.753336        68.8318          5.80706           0.714333      
  10509-12705  1-278185    0.0532918   0.0532918   0.0534432   0.78558          129.207           5.74319              0.853243        98.8544          7.67607           6.0           
  10509-6104   1-173966    0.024334    0.024334    0.0245251   0.600529         169.058           5.49506              0.527999        169.728          5.66887           0.792162      
  10509-9101   1-576127    0.0674518   0.0674518   0.0676234   0.616612         125.427           8.12244              0.500555        125.26           12.6746           3.49736       
  10509-6101   1-277489    0.0528333   0.0528333   0.0529881   0.96179          163.486           3.47476              0.962015        170.075          3.48472           1.6328        
  10509-3702   1-277533    0.0251599   0.0251599   0.0253129   0.70256          169.424           4.78333              0.607222        170.031          7.50625           5.67979       
  10509-3701   1-278159    0.0240337   0.0240337   0.0241786   0.91685          111.106           4.44741              0.794115        32.1842          6.01648           6.0           
  10509-9102   1-278209    0.112624    0.112624    0.11279     0.860382         132.396           4.1202               0.766792        144.173          1.77063           6.0           
  10509-3704   1-278191    0.0360398   0.0360398   0.0361867   0.458372         167.855           6.63559              0.317545        168.921          7.12262           1.2895        
  10509-12702  1-278113    0.0357975   0.0357975   0.0359599   0.601891         54.6629           8.77987              0.537522        54.1001          10.1895           1.9358        
  10509-12701  1-278136    0.0252382   0.0252382   0.0254016   0.580522         121.412           8.69614              0.477287        118.447          9.43204           1.13376       
  10509-12703  1-613473    0.00713     0.0071216   0.00791337  0.80678          91.1719           21.9143              0.782075        93.6524          24.175            1.63365       
  10509-12704  1-576122    0.110163    0.110163    0.110329    0.701345         109.384           16.5052              0.611338        112.833          27.9827           2.38493       
  10509-6103   1-173676    0.0251353   0.0251353   0.0253062   0.483335         141.419           5.77827              0.32718         141.37           8.64144           2.35992       
  10509-1902   1-278195    0.0220286   0.0220286   0.0221852   0.96124          79.8403           3.47897              0.938285        72.2629          3.14752           0.774272      
  10509-1901   1-173724    0.0268255   0.0268255   0.026995    0.880337         157.587           3.00284              0.801711        0.745972         2.77965           1.60953       
  10507-3704   1-280256    0.0186114   0.0186114   0.019138    0.857629         152.128           5.03509              0.814663        154.491          5.19834           1.22728       
  10507-6103   1-174690    0.0548352   0.0548352   0.0550402   0.669387         80.7532           3.96773              0.523254        79.4096          6.97024           6.0           
  10507-3703   1-280716    0.0249741   0.0249741   0.0251572   0.884173         158.493           4.62139              0.818647        158.904          7.04902           6.0           
  10507-9102   1-280728    0.0320255   0.0320255   0.0322209   0.571373         45.8137           7.60103              0.431196        44.27            9.74398           2.70101       
  10507-9101   1-174951    0.023501    0.023501    0.0237125   0.703944         86.9743           7.5758               0.614033        83.7173          8.31793           0.98241       
  10507-12702  1-280229    0.0371144   0.0371144   0.0372876   0.719038         172.376           6.54703              0.627144        176.135          7.24286           1.46371       
  10507-1902   59-76       0.00302     -9999.0     -9999.0     -9999.0          -9999.0           -9999.0              -9999.0         -9999.0          -9999.0           -9999.0       
  10507-3702   1-280222    0.0250354   0.0250354   0.0252107   0.363115         177.461           5.22976              0.216976        177.866          5.80582           1.16387       
